10-digit PSGC,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2020 CPH)",Population,Status,Region_Code,Province_Code,CityMunicipality_Code,Barangay_Code,PSGC_Code,Geographic_Level
1300000000,National Capital Region (NCR),Reg,,,,,13484462,,13,000,00,000,1300000000,1
1380100000,City of Caloocan,City,,HUC,1st,,1661584,,13,801,00,000,1301000000,3
1380100001,Barangay 1,Bgy,,,,U,2319,,13,801,00,001,1301000001,5
1380100002,Barangay 2,Bgy,,,,U,5156,,13,801,00,002,1301000002,5
1380100003,Barangay 3,Bgy,,,,U,2497,,13,801,00,003,1301000003,5
1380100004,Barangay 4,Bgy,,,,U,2875,,13,801,00,004,1301000004,5
1380100005,Barangay 5,Bgy,,,,U,3083,,13,801,00,005,1301000005,5
1380100006,Barangay 6,Bgy,,,,U,1190,,13,801,00,006,1301000006,5
1380100007,Barangay 7,Bgy,,,,U,2608,,13,801,00,007,1301000007,5
1380100008,Barangay 8,Bgy,,,,U,23399,,13,801,00,008,1301000008,5
1380100009,Barangay 9,Bgy,,,,U,1866,,13,801,00,009,1301000009,5
1380100010,Barangay 10,Bgy,,,,U,1485,,13,801,00,010,1301000010,5
1380100011,Barangay 11,Bgy,,,,U,1230,,13,801,00,011,1301000011,5
1380100012,Barangay 12,Bgy,,,,U,34309,,13,801,00,012,1301000012,5
1380100013,Barangay 13,Bgy,,,,U,1074,,13,801,00,013,1301000013,5
1380100014,Barangay 14,Bgy,,,,U,21906,,13,801,00,014,1301000014,5
1380100015,Barangay 15,Bgy,,,,U,1424,,13,801,00,015,1301000015,5
1380100016,Barangay 16,Bgy,,,,U,3550,,13,801,00,016,1301000016,5
1380100017,Barangay 17,Bgy,,,,U,3419,,13,801,00,017,1301000017,5
1380100018,Barangay 18,Bgy,,,,U,10932,,13,801,00,018,1301000018,5
1380100019,Barangay 19,Bgy,,,,U,3655,,13,801,00,019,1301000019,5
1380100020,Barangay 20,Bgy,,,,U,7892,,13,801,00,020,1301000020,5
1380100021,Barangay 21,Bgy,,,,U,2787,,13,801,00,021,1301000021,5
1380100022,Barangay 22,Bgy,,,,U,5653,,13,801,00,022,1301000022,5
1380100023,Barangay 23,Bgy,,,,U,2736,,13,801,00,023,1301000023,5
1380100024,Barangay 24,Bgy,,,,U,2498,,13,801,00,024,1301000024,5
1380100025,Barangay 25,Bgy,,,,U,1611,,13,801,00,025,1301000025,5
1380100026,Barangay 26,Bgy,,,,U,3734,,13,801,00,026,1301000026,5
1380100027,Barangay 27,Bgy,,,,U,4121,,13,801,00,027,1301000027,5
1380100028,Barangay 28,Bgy,,,,U,33091,,13,801,00,028,1301000028,5
1380100029,Barangay 29,Bgy,,,,U,1603,,13,801,00,029,1301000029,5
1380100030,Barangay 30,Bgy,,,,U,3498,,13,801,00,030,1301000030,5
1380100031,Barangay 31,Bgy,,,,U,3666,,13,801,00,031,1301000031,5
1380100032,Barangay 32,Bgy,,,,U,2864,,13,801,00,032,1301000032,5
1380100033,Barangay 33,Bgy,,,,U,5464,,13,801,00,033,1301000033,5
1380100034,Barangay 34,Bgy,,,,U,6445,,13,801,00,034,1301000034,5
1380100035,Barangay 35,Bgy,,,,U,23173,,13,801,00,035,1301000035,5
1380100036,Barangay 36,Bgy,,,,U,4115,,13,801,00,036,1301000036,5
1380100037,Barangay 37,Bgy,,,,U,2845,,13,801,00,037,1301000037,5
1380100038,Barangay 38,Bgy,,,,U,3854,,13,801,00,038,1301000038,5
1380100039,Barangay 39,Bgy,,,,U,891,,13,801,00,039,1301000039,5
1380100040,Barangay 40,Bgy,,,,U,963,,13,801,00,040,1301000040,5
1380100041,Barangay 41,Bgy,,,,U,903,,13,801,00,041,1301000041,5
1380100042,Barangay 42,Bgy,,,,U,715,,13,801,00,042,1301000042,5
1380100043,Barangay 43,Bgy,,,,U,3521,,13,801,00,043,1301000043,5
1380100044,Barangay 44,Bgy,,,,U,529,,13,801,00,044,1301000044,5
1380100045,Barangay 45,Bgy,,,,U,311,,13,801,00,045,1301000045,5
1380100046,Barangay 46,Bgy,,,,U,1454,,13,801,00,046,1301000046,5
1380100047,Barangay 47,Bgy,,,,U,559,,13,801,00,047,1301000047,5
1380100048,Barangay 48,Bgy,,,,U,606,,13,801,00,048,1301000048,5
1380100049,Barangay 49,Bgy,,,,U,4095,,13,801,00,049,1301000049,5
1380100050,Barangay 50,Bgy,,,,U,1005,,13,801,00,050,1301000050,5
1380100051,Barangay 51,Bgy,,,,U,765,,13,801,00,051,1301000051,5
1380100052,Barangay 52,Bgy,,,,U,1279,,13,801,00,052,1301000052,5
1380100053,Barangay 53,Bgy,,,,U,876,,13,801,00,053,1301000053,5
1380100054,Barangay 54,Bgy,,,,U,572,,13,801,00,054,1301000054,5
1380100055,Barangay 55,Bgy,,,,U,1442,,13,801,00,055,1301000055,5
1380100056,Barangay 56,Bgy,,,,U,2464,,13,801,00,056,1301000056,5
1380100057,Barangay 57,Bgy,,,,U,756,,13,801,00,057,1301000057,5
1380100058,Barangay 58,Bgy,,,,U,493,,13,801,00,058,1301000058,5
1380100059,Barangay 59,Bgy,,,,U,3808,,13,801,00,059,1301000059,5
1380100060,Barangay 60,Bgy,,,,U,1792,,13,801,00,060,1301000060,5
1380100061,Barangay 61,Bgy,,,,U,996,,13,801,00,061,1301000061,5
1380100062,Barangay 62,Bgy,,,,U,244,,13,801,00,062,1301000062,5
1380100063,Barangay 63,Bgy,,,,U,2988,,13,801,00,063,1301000063,5
1380100064,Barangay 64,Bgy,,,,U,1550,,13,801,00,064,1301000064,5
1380100065,Barangay 65,Bgy,,,,U,1300,,13,801,00,065,1301000065,5
1380100066,Barangay 66,Bgy,,,,U,2206,,13,801,00,066,1301000066,5
1380100067,Barangay 67,Bgy,,,,U,2320,,13,801,00,067,1301000067,5
1380100068,Barangay 68,Bgy,,,,U,1106,,13,801,00,068,1301000068,5
1380100069,Barangay 69,Bgy,,,,U,3173,,13,801,00,069,1301000069,5
1380100070,Barangay 70,Bgy,,,,U,4411,,13,801,00,070,1301000070,5
1380100071,Barangay 71,Bgy,,,,U,777,,13,801,00,071,1301000071,5
1380100072,Barangay 72,Bgy,,,,U,46,,13,801,00,072,1301000072,5
1380100073,Barangay 73,Bgy,,,,U,17649,,13,801,00,073,1301000073,5
1380100074,Barangay 74,Bgy,,,,U,3864,,13,801,00,074,1301000074,5
1380100075,Barangay 75,Bgy,,,,U,2207,,13,801,00,075,1301000075,5
1380100076,Barangay 76,Bgy,,,,U,2,,13,801,00,076,1301000076,5
1380100077,Barangay 77,Bgy,,,,U,822,,13,801,00,077,1301000077,5
1380100078,Barangay 78,Bgy,,,,U,1818,,13,801,00,078,1301000078,5
1380100079,Barangay 79,Bgy,,,,U,631,,13,801,00,079,1301000079,5
1380100080,Barangay 80,Bgy,,,,U,1904,,13,801,00,080,1301000080,5
1380100081,Barangay 81,Bgy,,,,U,1894,,13,801,00,081,1301000081,5
1380100082,Barangay 82,Bgy,,,,U,1758,,13,801,00,082,1301000082,5
1380100083,Barangay 83,Bgy,,,,U,1251,,13,801,00,083,1301000083,5
1380100084,Barangay 84,Bgy,,,,U,1257,,13,801,00,084,1301000084,5
1380100085,Barangay 85,Bgy,,,,U,989,,13,801,00,085,1301000085,5
1380100086,Barangay 86,Bgy,,,,U,1109,,13,801,00,086,1301000086,5
1380100087,Barangay 87,Bgy,,,,U,1385,,13,801,00,087,1301000087,5
1380100088,Barangay 88,Bgy,,,,U,2202,,13,801,00,088,1301000088,5
1380100089,Barangay 89,Bgy,,,,U,1057,,13,801,00,089,1301000089,5
1380100090,Barangay 90,Bgy,,,,U,1518,,13,801,00,090,1301000090,5
1380100091,Barangay 91,Bgy,,,,U,610,,13,801,00,091,1301000091,5
1380100092,Barangay 92,Bgy,,,,U,620,,13,801,00,092,1301000092,5
1380100093,Barangay 93,Bgy,,,,U,3267,,13,801,00,093,1301000093,5
1380100094,Barangay 94,Bgy,,,,U,776,,13,801,00,094,1301000094,5
1380100095,Barangay 95,Bgy,,,,U,2242,,13,801,00,095,1301000095,5
1380100096,Barangay 96,Bgy,,,,U,1366,,13,801,00,096,1301000096,5
1380100097,Barangay 97,Bgy,,,,U,1537,,13,801,00,097,1301000097,5
1380100098,Barangay 98,Bgy,,,,U,1761,,13,801,00,098,1301000098,5
1380100099,Barangay 99,Bgy,,,,U,677,,13,801,00,099,1301000099,5
1380100100,Barangay 100,Bgy,,,,U,983,,13,801,00,000,1301000000,5
1380100101,Barangay 101,Bgy,,,,U,2517,,13,801,00,001,1301000001,5
1380100102,Barangay 102,Bgy,,,,U,1033,,13,801,00,002,1301000002,5
1380100103,Barangay 103,Bgy,,,,U,175,,13,801,00,003,1301000003,5
1380100104,Barangay 104,Bgy,,,,U,899,,13,801,00,004,1301000004,5
1380100105,Barangay 105,Bgy,,,,U,2216,,13,801,00,005,1301000005,5
1380100106,Barangay 106,Bgy,,,,U,358,,13,801,00,006,1301000006,5
1380100107,Barangay 107,Bgy,,,,U,709,,13,801,00,007,1301000007,5
1380100108,Barangay 108,Bgy,,,,U,668,,13,801,00,008,1301000008,5
1380100109,Barangay 109,Bgy,,,,U,743,,13,801,00,009,1301000009,5
1380100110,Barangay 110,Bgy,,,,U,435,,13,801,00,010,1301000010,5
1380100111,Barangay 111,Bgy,,,,U,1472,,13,801,00,011,1301000011,5
1380100112,Barangay 112,Bgy,,,,U,1133,,13,801,00,012,1301000012,5
1380100113,Barangay 113,Bgy,,,,U,228,,13,801,00,013,1301000013,5
1380100114,Barangay 114,Bgy,,,,U,988,,13,801,00,014,1301000014,5
1380100115,Barangay 115,Bgy,,,,U,1051,,13,801,00,015,1301000015,5
1380100116,Barangay 116,Bgy,,,,U,1018,,13,801,00,016,1301000016,5
1380100117,Barangay 117,Bgy,,,,U,1751,,13,801,00,017,1301000017,5
1380100118,Barangay 118,Bgy,,,,U,5836,,13,801,00,018,1301000018,5
1380100119,Barangay 119,Bgy,,,,U,857,,13,801,00,019,1301000019,5
1380100120,Barangay 120,Bgy,,,,U,8269,,13,801,00,020,1301000020,5
1380100121,Barangay 121,Bgy,,,,U,271,,13,801,00,021,1301000021,5
1380100122,Barangay 122,Bgy,,,,U,2249,,13,801,00,022,1301000022,5
1380100123,Barangay 123,Bgy,,,,U,710,,13,801,00,023,1301000023,5
1380100124,Barangay 124,Bgy,,,,U,387,,13,801,00,024,1301000024,5
1380100125,Barangay 125,Bgy,,,,U,1293,,13,801,00,025,1301000025,5
1380100126,Barangay 126,Bgy,,,,U,1194,,13,801,00,026,1301000026,5
1380100127,Barangay 127,Bgy,,,,U,2380,,13,801,00,027,1301000027,5
1380100128,Barangay 128,Bgy,,,,U,2050,,13,801,00,028,1301000028,5
1380100129,Barangay 129,Bgy,,,,U,1558,,13,801,00,029,1301000029,5
1380100130,Barangay 130,Bgy,,,,U,2527,,13,801,00,030,1301000030,5
1380100131,Barangay 131,Bgy,,,,U,2187,,13,801,00,031,1301000031,5
1380100132,Barangay 132,Bgy,,,,U,7961,,13,801,00,032,1301000032,5
1380100133,Barangay 133,Bgy,,,,U,5587,,13,801,00,033,1301000033,5
1380100134,Barangay 134,Bgy,,,,U,982,,13,801,00,034,1301000034,5
1380100135,Barangay 135,Bgy,,,,U,627,,13,801,00,035,1301000035,5
1380100136,Barangay 136,Bgy,,,,U,399,,13,801,00,036,1301000036,5
1380100137,Barangay 137,Bgy,,,,U,934,,13,801,00,037,1301000037,5
1380100138,Barangay 138,Bgy,,,,U,1429,,13,801,00,038,1301000038,5
1380100139,Barangay 139,Bgy,,,,U,3505,,13,801,00,039,1301000039,5
1380100140,Barangay 140,Bgy,,,,U,797,,13,801,00,040,1301000040,5
1380100141,Barangay 141,Bgy,,,,U,3253,,13,801,00,041,1301000041,5
1380100142,Barangay 142,Bgy,,,,U,3889,,13,801,00,042,1301000042,5
1380100143,Barangay 143,Bgy,,,,U,3434,,13,801,00,043,1301000043,5
1380100144,Barangay 144,Bgy,,,,U,4533,,13,801,00,044,1301000044,5
1380100145,Barangay 145,Bgy,,,,U,4705,,13,801,00,045,1301000045,5
1380100146,Barangay 146,Bgy,,,,U,3180,,13,801,00,046,1301000046,5
1380100147,Barangay 147,Bgy,,,,U,3687,,13,801,00,047,1301000047,5
1380100148,Barangay 148,Bgy,,,,U,3704,,13,801,00,048,1301000048,5
1380100149,Barangay 149,Bgy,,,,U,5255,,13,801,00,049,1301000049,5
1380100150,Barangay 150,Bgy,,,,U,4439,,13,801,00,050,1301000050,5
1380100151,Barangay 151,Bgy,,,,U,5177,,13,801,00,051,1301000051,5
1380100152,Barangay 152,Bgy,,,,U,4236,,13,801,00,052,1301000052,5
1380100153,Barangay 153,Bgy,,,,U,3706,,13,801,00,053,1301000053,5
1380100154,Barangay 154,Bgy,,,,U,3958,,13,801,00,054,1301000054,5
1380100155,Barangay 155,Bgy,,,,U,3613,,13,801,00,055,1301000055,5
1380100156,Barangay 156,Bgy,,,,U,6236,,13,801,00,056,1301000056,5
1380100157,Barangay 157,Bgy,,,,U,3151,,13,801,00,057,1301000057,5
1380100158,Barangay 158,Bgy,,,,U,2003,,13,801,00,058,1301000058,5
1380100159,Barangay 159,Bgy,,,,U,5477,,13,801,00,059,1301000059,5
1380100160,Barangay 160,Bgy,,,,U,16828,,13,801,00,060,1301000060,5
1380100161,Barangay 161,Bgy,,,,U,9718,,13,801,00,061,1301000061,5
1380100162,Barangay 162,Bgy,,,,U,16103,,13,801,00,062,1301000062,5
1380100163,Barangay 163,Bgy,,,,U,14491,,13,801,00,063,1301000063,5
1380100164,Barangay 164,Bgy,,,,U,19471,,13,801,00,064,1301000064,5
1380100165,Barangay 165,Bgy,,,,U,26622,,13,801,00,065,1301000065,5
1380100166,Barangay 166,Bgy,,,,U,20985,,13,801,00,066,1301000066,5
1380100167,Barangay 167,Bgy,,,,U,57041,,13,801,00,067,1301000067,5
1380100168,Barangay 168,Bgy,,,,U,35729,,13,801,00,068,1301000068,5
1380100169,Barangay 169,Bgy,,,,U,4887,,13,801,00,069,1301000069,5
1380100170,Barangay 170,Bgy,,,,U,12901,,13,801,00,070,1301000070,5
1380100171,Barangay 171,Bgy,,,,U,111713,,13,801,00,071,1301000071,5
1380100172,Barangay 172,Bgy,,,,U,22829,,13,801,00,072,1301000072,5
1380100173,Barangay 173,Bgy,,,,U,15165,,13,801,00,073,1301000073,5
1380100174,Barangay 174,Bgy,,,,U,25000,,13,801,00,074,1301000074,5
1380100175,Barangay 175,Bgy,,,,U,71726,,13,801,00,075,1301000075,5
1380100177,Barangay 177,Bgy,,,,U,84159,,13,801,00,077,1301000077,5
1380100178,Barangay 178,Bgy,,,,U,110224,,13,801,00,078,1301000078,5
1380100179,Barangay 179,Bgy,,,,U,46828,,13,801,00,079,1301000079,5
1380100180,Barangay 180,Bgy,,,,U,18802,,13,801,00,080,1301000080,5
1380100181,Barangay 181,Bgy,,,,U,22269,,13,801,00,081,1301000081,5
1380100182,Barangay 182,Bgy,,,,U,9269,,13,801,00,082,1301000082,5
1380100183,Barangay 183,Bgy,,,,U,7354,,13,801,00,083,1301000083,5
1380100184,Barangay 184,Bgy,,,,U,2919,,13,801,00,084,1301000084,5
1380100185,Barangay 185,Bgy,,,,U,27169,,13,801,00,085,1301000085,5
1380100186,Barangay 186,Bgy,,,,U,25346,,13,801,00,086,1301000086,5
1380100187,Barangay 187,Bgy,,,,U,25046,,13,801,00,087,1301000087,5
1380100188,Barangay 188,Bgy,,,,U,32543,,13,801,00,088,1301000088,5
1380100189,Barangay 176-A,Bgy,Barangay 176,,,-,261729,,13,801,00,089,1301000089,5
1380100190,Barangay 176-B,Bgy,Barangay 176,,,-,-,,13,801,00,090,1301000090,5
1380100191,Barangay 176-C,Bgy,Barangay 176,,,-,-,,13,801,00,091,1301000091,5
1380100192,Barangay 176-D,Bgy,Barangay 176,,,-,-,,13,801,00,092,1301000092,5
1380100193,Barangay 176-E,Bgy,Barangay 176,,,-,-,,13,801,00,093,1301000093,5
1380100194,Barangay 176-F,Bgy,Barangay 176,,,-,-,,13,801,00,094,1301000094,5
1380200000,City of Las Piñas,City,,HUC,1st,,606293,,13,802,00,000,1302000000,3
1380200001,Almanza Uno,Bgy,,,,U,36232,,13,802,00,001,1302000001,5
1380200002,Daniel Fajardo,Bgy,,,,U,10629,,13,802,00,002,1302000002,5
1380200003,Elias Aldana,Bgy,,,,U,10275,,13,802,00,003,1302000003,5
1380200004,Ilaya,Bgy,,,,U,7103,,13,802,00,004,1302000004,5
1380200005,Manuyo Uno,Bgy,,,,U,14794,,13,802,00,005,1302000005,5
1380200006,Pamplona Uno,Bgy,,,,U,19085,,13,802,00,006,1302000006,5
1380200007,Pulang Lupa Uno,Bgy,,,,U,38405,,13,802,00,007,1302000007,5
1380200008,Talon Uno,Bgy,,,,U,42505,,13,802,00,008,1302000008,5
1380200009,Zapote,Bgy,,,,U,20851,,13,802,00,009,1302000009,5
1380200010,Almanza Dos,Bgy,,,,U,37432,,13,802,00,010,1302000010,5
1380200011,B. F. International Village,Bgy,,,,U,81739,,13,802,00,011,1302000011,5
1380200012,Manuyo Dos,Bgy,,,,U,44351,,13,802,00,012,1302000012,5
1380200013,Pamplona Dos,Bgy,,,,U,9141,,13,802,00,013,1302000013,5
1380200014,Pamplona Tres,Bgy,,,,U,35098,,13,802,00,014,1302000014,5
1380200015,Pilar,Bgy,,,,U,29780,,13,802,00,015,1302000015,5
1380200016,Pulang Lupa Dos,Bgy,,,,U,32485,,13,802,00,016,1302000016,5
1380200017,Talon Dos,Bgy,,,,U,43978,,13,802,00,017,1302000017,5
1380200018,Talon Tres,Bgy,,,,U,32963,,13,802,00,018,1302000018,5
1380200019,Talon Kuatro,Bgy,,,,U,20763,,13,802,00,019,1302000019,5
1380200020,Talon Singko,Bgy,,,,U,38684,,13,802,00,020,1302000020,5
1380300000,City of Makati,City,,HUC,1st,,629616,,13,803,00,000,1303000000,3
1380300001,Bangkal,Bgy,,,,U,17576,,13,803,00,001,1303000001,5
1380300002,Bel-Air,Bgy,,,,U,36007,,13,803,00,002,1303000002,5
1380300005,Carmona,Bgy,,,,U,2745,,13,803,00,005,1303000005,5
1380300006,Dasmariñas,Bgy,,,,U,4160,,13,803,00,006,1303000006,5
1380300008,Forbes Park,Bgy,,,,U,3715,,13,803,00,008,1303000008,5
1380300009,Guadalupe Nuevo,Bgy,,,,U,20533,,13,803,00,009,1303000009,5
1380300010,Guadalupe Viejo,Bgy,,,,U,12900,,13,803,00,010,1303000010,5
1380300011,Kasilawan,Bgy,,,,U,4827,,13,803,00,011,1303000011,5
1380300012,La Paz,Bgy,,,,U,6346,,13,803,00,012,1303000012,5
1380300013,Magallanes,Bgy,,,,U,5267,,13,803,00,013,1303000013,5
1380300014,Olympia,Bgy,,,,U,18654,,13,803,00,014,1303000014,5
1380300015,Palanan,Bgy,,,,U,11623,,13,803,00,015,1303000015,5
1380300017,Pinagkaisahan,Bgy,,,,U,4710,,13,803,00,017,1303000017,5
1380300018,Pio Del Pilar,Bgy,,,,U,50722,,13,803,00,018,1303000018,5
1380300020,Poblacion,Bgy,,,,U,16706,,13,803,00,020,1303000020,5
1380300023,San Antonio,Bgy,,,,U,17494,,13,803,00,023,1303000023,5
1380300024,San Isidro,Bgy,,,,U,6098,,13,803,00,024,1303000024,5
1380300025,San Lorenzo,Bgy,,,,U,14054,,13,803,00,025,1303000025,5
1380300026,Santa Cruz,Bgy,,,,U,6333,,13,803,00,026,1303000026,5
1380300027,Singkamas,Bgy,,,,U,7218,,13,803,00,027,1303000027,5
1380300029,Tejeros,Bgy,,,,U,15122,,13,803,00,029,1303000029,5
1380300030,Urdaneta,Bgy,,,,U,4563,,13,803,00,030,1303000030,5
1380300031,Valenzuela,Bgy,,,,U,5370,,13,803,00,031,1303000031,5
1380400000,City of Malabon,City,,HUC,1st,,380522,,13,804,00,000,1304000000,3
1380400001,Acacia,Bgy,,,,U,4959,,13,804,00,001,1304000001,5
1380400002,Baritan,Bgy,,,,U,12148,,13,804,00,002,1304000002,5
1380400003,Bayan-bayanan,Bgy,,,,U,6705,,13,804,00,003,1304000003,5
1380400004,Catmon,Bgy,,,,U,44868,,13,804,00,004,1304000004,5
1380400005,Concepcion,Bgy,,,,U,12704,,13,804,00,005,1304000005,5
1380400006,Dampalit,Bgy,,,,U,13514,,13,804,00,006,1304000006,5
1380400007,Flores,Bgy,,,,U,3830,,13,804,00,007,1304000007,5
1380400008,Hulong Duhat,Bgy,,,,U,11892,,13,804,00,008,1304000008,5
1380400009,Ibaba,Bgy,,,,U,8041,,13,804,00,009,1304000009,5
1380400010,Longos,Bgy,,,,U,55424,,13,804,00,010,1304000010,5
1380400011,Maysilo,Bgy,,,,U,10445,,13,804,00,011,1304000011,5
1380400012,Muzon,Bgy,,,,U,5908,,13,804,00,012,1304000012,5
1380400013,Niugan,Bgy,,,,U,7192,,13,804,00,013,1304000013,5
1380400014,Panghulo,Bgy,,,,U,17746,,13,804,00,014,1304000014,5
1380400015,Potrero,Bgy,,,,U,42311,,13,804,00,015,1304000015,5
1380400016,San Agustin,Bgy,,,,U,10804,,13,804,00,016,1304000016,5
1380400017,Santolan,Bgy,,,,U,13461,,13,804,00,017,1304000017,5
1380400018,Tañong ,Bgy,,,,U,14461,Pob.,13,804,00,018,1304000018,5
1380400019,Tinajeros,Bgy,,,,U,18411,,13,804,00,019,1304000019,5
1380400020,Tonsuya,Bgy,,,,U,40172,,13,804,00,020,1304000020,5
1380400021,Tugatog,Bgy,,,,U,25526,,13,804,00,021,1304000021,5
1380500000,City of Mandaluyong,City,,HUC,1st,,425758,,13,805,00,000,1305000000,3
1380500001,Addition Hills,Bgy,,,,U,108896,,13,805,00,001,1305000001,5
1380500002,Bagong Silang,Bgy,,,,U,4939,,13,805,00,002,1305000002,5
1380500003,Barangka Drive,Bgy,,,,U,15474,,13,805,00,003,1305000003,5
1380500004,Barangka Ibaba,Bgy,,,,U,9040,,13,805,00,004,1305000004,5
1380500005,Barangka Ilaya,Bgy,,,,U,22334,,13,805,00,005,1305000005,5
1380500006,Barangka Itaas,Bgy,,,,U,11242,,13,805,00,006,1305000006,5
1380500007,Burol,Bgy,,,,U,2650,,13,805,00,007,1305000007,5
1380500008,Buayang Bato,Bgy,,,,U,2913,,13,805,00,008,1305000008,5
1380500009,Daang Bakal,Bgy,,,,U,4529,,13,805,00,009,1305000009,5
1380500010,Hagdang Bato Itaas,Bgy,,,,U,10267,,13,805,00,010,1305000010,5
1380500011,Hagdang Bato Libis,Bgy,,,,U,6715,,13,805,00,011,1305000011,5
1380500012,Harapin Ang Bukas,Bgy,,,,U,4244,,13,805,00,012,1305000012,5
1380500013,Highway Hills,Bgy,,,,U,43267,,13,805,00,013,1305000013,5
1380500014,Hulo,Bgy,,,,U,31335,,13,805,00,014,1305000014,5
1380500015,Mabini-J. Rizal,Bgy,,,,U,7882,,13,805,00,015,1305000015,5
1380500016,Malamig,Bgy,,,,U,12054,,13,805,00,016,1305000016,5
1380500017,Mauway,Bgy,,,,U,25800,,13,805,00,017,1305000017,5
1380500018,Namayan,Bgy,,,,U,7670,,13,805,00,018,1305000018,5
1380500019,New Zañiga,Bgy,,,,U,8444,,13,805,00,019,1305000019,5
1380500020,Old Zañiga,Bgy,,,,U,6636,,13,805,00,020,1305000020,5
1380500021,Pag-asa,Bgy,,,,U,4195,,13,805,00,021,1305000021,5
1380500022,Plainview,Bgy,,,,U,29378,,13,805,00,022,1305000022,5
1380500023,Pleasant Hills,Bgy,,,,U,6003,,13,805,00,023,1305000023,5
1380500024,Poblacion,Bgy,,,,U,16333,,13,805,00,024,1305000024,5
1380500025,San Jose,Bgy,,,,U,8483,,13,805,00,025,1305000025,5
1380500026,Vergara,Bgy,,,,U,4357,,13,805,00,026,1305000026,5
1380500027,Wack-wack Greenhills,Bgy,,,,U,10678,,13,805,00,027,1305000027,5
1380600000,City of Manila,City,,HUC,Special,,1846513,,13,806,00,000,1306000000,3
1380601000,Tondo I/II,SubMun,,,,,654220,,13,806,01,000,1306001000,6
1380601001,Barangay 1,Bgy,,,,U,2995,,13,806,01,001,1306001001,5
1380601002,Barangay 2,Bgy,,,,U,1887,,13,806,01,002,1306001002,5
1380601003,Barangay 3,Bgy,,,,U,1341,,13,806,01,003,1306001003,5
1380601004,Barangay 4,Bgy,,,,U,1691,,13,806,01,004,1306001004,5
1380601005,Barangay 5,Bgy,,,,U,1288,,13,806,01,005,1306001005,5
1380601006,Barangay 6,Bgy,,,,U,771,,13,806,01,006,1306001006,5
1380601007,Barangay 7,Bgy,,,,U,1560,,13,806,01,007,1306001007,5
1380601008,Barangay 8,Bgy,,,,U,147,,13,806,01,008,1306001008,5
1380601009,Barangay 9,Bgy,,,,U,447,,13,806,01,009,1306001009,5
1380601010,Barangay 10,Bgy,,,,U,160,,13,806,01,010,1306001010,5
1380601011,Barangay 11,Bgy,,,,U,2758,,13,806,01,011,1306001011,5
1380601012,Barangay 12,Bgy,,,,U,2137,,13,806,01,012,1306001012,5
1380601013,Barangay 13,Bgy,,,,U,2371,,13,806,01,013,1306001013,5
1380601014,Barangay 14,Bgy,,,,U,2070,,13,806,01,014,1306001014,5
1380601015,Barangay 15,Bgy,,,,U,1119,,13,806,01,015,1306001015,5
1380601016,Barangay 16,Bgy,,,,U,1477,,13,806,01,016,1306001016,5
1380601017,Barangay 17,Bgy,,,,U,1176,,13,806,01,017,1306001017,5
1380601018,Barangay 18,Bgy,,,,U,1982,,13,806,01,018,1306001018,5
1380601019,Barangay 19,Bgy,,,,U,2272,,13,806,01,019,1306001019,5
1380601020,Barangay 20,Bgy,,,,U,45772,,13,806,01,020,1306001020,5
1380601025,Barangay 25,Bgy,,,,U,2545,,13,806,01,025,1306001025,5
1380601026,Barangay 26,Bgy,,,,U,2555,,13,806,01,026,1306001026,5
1380601028,Barangay 28,Bgy,,,,U,2787,,13,806,01,028,1306001028,5
1380601029,Barangay 29,Bgy,,,,U,4406,,13,806,01,029,1306001029,5
1380601030,Barangay 30,Bgy,,,,U,166,,13,806,01,030,1306001030,5
1380601031,Barangay 31,Bgy,,,,U,2881,,13,806,01,031,1306001031,5
1380601032,Barangay 32,Bgy,,,,U,2219,,13,806,01,032,1306001032,5
1380601033,Barangay 33,Bgy,,,,U,4082,,13,806,01,033,1306001033,5
1380601034,Barangay 34,Bgy,,,,U,1854,,13,806,01,034,1306001034,5
1380601035,Barangay 35,Bgy,,,,U,2265,,13,806,01,035,1306001035,5
1380601036,Barangay 36,Bgy,,,,U,2231,,13,806,01,036,1306001036,5
1380601037,Barangay 37,Bgy,,,,U,2057,,13,806,01,037,1306001037,5
1380601038,Barangay 38,Bgy,,,,U,2870,,13,806,01,038,1306001038,5
1380601039,Barangay 39,Bgy,,,,U,2324,,13,806,01,039,1306001039,5
1380601041,Barangay 41,Bgy,,,,U,3825,,13,806,01,041,1306001041,5
1380601042,Barangay 42,Bgy,,,,U,2142,,13,806,01,042,1306001042,5
1380601043,Barangay 43,Bgy,,,,U,3362,,13,806,01,043,1306001043,5
1380601044,Barangay 44,Bgy,,,,U,800,,13,806,01,044,1306001044,5
1380601045,Barangay 45,Bgy,,,,U,2264,,13,806,01,045,1306001045,5
1380601046,Barangay 46,Bgy,,,,U,2088,,13,806,01,046,1306001046,5
1380601047,Barangay 47,Bgy,,,,U,1123,,13,806,01,047,1306001047,5
1380601048,Barangay 48,Bgy,,,,U,4070,,13,806,01,048,1306001048,5
1380601049,Barangay 49,Bgy,,,,U,2119,,13,806,01,049,1306001049,5
1380601050,Barangay 50,Bgy,,,,U,4217,,13,806,01,050,1306001050,5
1380601051,Barangay 51,Bgy,,,,U,2580,,13,806,01,051,1306001051,5
